instance_id	question_start	level-2	level-3	question	answer	sent_q
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_02	After what	Temporal.Asynchronous	PRECEDENCE	After what did he catch a few words of what they were saying.	This bunch were whispering excitedly, too, and he couldn't see a single collecting tin.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ lots of people called Potter had a son called Harry	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ a few words of what they were saying	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that he caught a few words of what they were saying	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that he caught a few words of what they were saying	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to the fact that he caught a few words of what they were saying.	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying.	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_18	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ Most of them had never seen an owl even at nighttime.	He didn't see the owls swooping past in broad daylight, though people down in the street did; they pointed and gazed open-mouthed as owl after owl sped overhead.	sent2
Animal_Farm_EN_batch_02_item_13	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ Mollie agreed, but she did not sound very convinced.	The pigs had an even harder struggle to counteract the lies put about by Moses, the tame raven.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ it was on his way back past them, clutching a large doughnut in a bag, that he caught a few words of what they were saying	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_03	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ he caught a few words of what they were saying.	The Potters, that's right, that's what I heard yes, their son, Harry Mr. Dursley stopped dead.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did he dash back across the road, hurry up to his office, snap at his secretary not to disturb him, seize his telephone, and haveal most finihed dialing his home number when he changed his mind.	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	After what	Temporal.Asynchronous	PRECEDENCE	After what did He put the receiver back down	He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	After what	Temporal.Asynchronous	PRECEDENCE	After what did he put the receiver back down and stroked his mustache	He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with the fact that He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, and seized his telephone	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that he changed his mind.	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	Instead of what	Expansion.Substitution	ARG1-AS-SUBST	Instead of what has he dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind. He	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	After what	Temporal.Asynchronous	PRECEDENCE	After what did he put the receiver back down and stroke his mustache, thinking... no, he was being stupid	He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	What is the result of	Contingency.Cause	RESULT	What is the result of _ He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_04	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ He dashed back across the road, hurried up to his office, snapped at his secretary not to disturb him, seized his telephone, and had almost finished dialing his home number when he changed his mind.	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	What is the reason	Contingency.Cause	REASON	What is the reason _ He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	What is the reason	Contingency.Cause	REASON	What is the reason the fact that he was being stupid.	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with the fact that he put the receiver back down and stroked his mustache	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	What is the reason	Contingency.Cause	REASON	What is the reason _ He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	What is the reason	Contingency.Cause	REASON	What is the reason _ He put the receiver back down	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	In what manner	Expansion.Manner	ARG2-AS-MANNER	In what manner did he put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	While what	Temporal.Synchronous	Temporal.Synchronous	While what wasn't Potter such an unusual name	He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ He put the receiver back down and stroked his mustache, thinking... no, he was being stupid	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	What is the reason	Contingency.Cause	REASON	What is the reason _ He put the receiver back down and stroked his mustache, thinking... no, he was being stupid	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_05	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose did He put the receiver back down and stroked his mustache, thinking... no, he was being stupid.	Potter wasn't such an unusual name.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	In what manner	Expansion.Manner	ARG2-AS-MANNER	In what manner wasn't Potter such an unusual name	He was sure there were lots of people called Potter who had a son called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Potter wasn't such an unusual name	He was sure there were lots of people called Potter who had a son called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Potter wasn't such an unusual name	He was sure there were lots of people called Potter who had a son called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Potter wasn't such an unusual name.	He was sure there were lots of people called Potter who had a son called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to the fact that lots of people called Potter had a son called Harry.	Potter wasn't such an unusual name.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ He was sure there were lots of people called Potter who had a son called Harry.	Potter wasn't such an unusual name.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what wasn't Potter such an unusual name	He was sure there were lots of people called Potter who had a son called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Potter wasn't such an unusual name	He was sure there were lots of people called Potter who had a son called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Potter wasn't such an unusual name	He was sure there were lots of people called Potter who had a son called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_01_item_10	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ Mr. Dursley hummed as he picked out his most boring tie for work, and Mrs. Dursley gossiped away happily as she wrestled a screaming Dudley into his high chair.	None of them noticed a large, tawny owl flutter past the window.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what was he sure there were lots of people called Potter who had a son called Harry	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Animal_Farm_EN_batch_02_item_15	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ the animals believed in Sugarcandy Mountain	Their most faithful disciples were the two cart-horses, Boxer and Clover.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	Despite what	Comparison.Concession	ARG1-AS-DENIER	Despite what the fact that there were lots of people called Potter who had a son called Harry	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with the fact that He was sure there were lots of people called Potter who had a son called Harry	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	After what	Temporal.Asynchronous	SUCCESSION	After what was He was sure there were lots of people called Potter who had a son called Harry.	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that he was sure there were lots of people called Potter who had a son called Harry.	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what was He sure there were lots of people called Potter who had a son called Harry	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Hitchhikers_Guide_to_the_Galaxy_EN_batch_01_item_19	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ The GUIDE even tells you how you can mix one yourself.	Take the juice from one bottle of that Ol' Janx Spirit, it says.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ He was sure there were lots of people called Potter who had a son called Harry	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_07	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ He was sure there were lots of people called Potter who had a son called Harry.	Come to think of it, he wasn't even sure his nephew was called Harry.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that he wasn't even sure his nephew was called Harry	He'd never even seen the boy.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ his nephew	He'd never even seen the boy.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	What is the reason	Contingency.Cause	REASON	What is the reason _ he wasn't even sure his nephew was called Harry	He'd never even seen the boy.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that he wasn't even sure his nephew was called Harry	He'd never even seen the boy.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	What is the reason	Contingency.Cause	REASON	What is the reason _ he wasn't even sure his nephew was called Harry.	He'd never even seen the boy.	sent1
The_Hobbit_EN_batch_01_item_20	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ the mortal men, who lived to the South, were gradually spreading up the Running River	They built the merry town of Dale there in those days.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what hasn't he never even seen the boy	Come to think of it, he wasn't even sure his nephew was called Harry.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Come to think of it, he wasn't even sure his nephew was called Harry	He'd never even seen the boy.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ He'd never even seen the boy	Come to think of it, he wasn't even sure his nephew was called Harry.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_08	What is the reason	Contingency.Cause	REASON	What is the reason _ he wasn't even sure his nephew was called Harry.	He'd never even seen the boy.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the reason	Contingency.Cause	RESULT	What is the reason _ that Muggles should be celebrating, this happy, happy day!	Rejoice, for You-Know-Who has gone at last!	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the result of	Contingency.Cause	REASON	What is the result of _ this happy, happy day	Rejoice, for You-Know-Who has gone at last!	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the reason	Contingency.Cause	RESULT	What is the reason _ even Muggles like yourself should be celebrating	Rejoice, for You-Know-Who has gone at last!	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the reason	Contingency.Cause	RESULT	What is the reason _ Even Muggles like yourself should be celebrating, this happy, happy day!	Rejoice, for You-Know-Who has gone at last!	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that  You-Know-Who has gone at last!	Even Muggles like yourself should be celebrating, this happy, happy day!	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the reason	Contingency.Cause	RESULT	What is the reason _ even Muggles like yourself should be celebrating, this happy, happy day!	Rejoice, for You-Know-Who has gone at last!	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the reason	Contingency.Cause	RESULT	What is the reason _ Even Muggles like yourself should be celebrating, this happy, happy day!	Rejoice, for You-Know-Who has gone at last!	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is the result of	Contingency.Cause	RESULT	What is the result of _ Rejoice, for You-Know-Who has gone at last!	Even Muggles like yourself should be celebrating, this happy, happy day!	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to _ Rejoice, for You-Know-Who has gone at last!	Even Muggles like yourself should be celebrating, this happy, happy day!	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_09	In what manner	Expansion.Manner	ARG2-AS-MANNER	In what manner should he rejoice, for You-Know-Who has gone at last!	Even Muggles like yourself should be celebrating, this happy, happy day!	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	Before what	Temporal.Asynchronous	SUCCESSION	Before what did Mr. Dursley stand rooted to the spot	And the old man hugged Mr. Dursley around the middle and walked off.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	What is the result of	Contingency.Cause	RESULT	What is the result of _ the old man hugging Mr. Dursley around the middle and walking off	Mr. Dursley stood rooted to the spot.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	What is the reason	Contingency.Cause	RESULT	What is the reason _ Mr. Dursley stood rooted to the spot	And the old man hugged Mr. Dursley around the middle and walked off.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	What is the result of	Contingency.Cause	RESULT	What is the result of _ the old man hugging Mr. Dursley around the middle	Mr. Dursley stood rooted to the spot.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	What is the result of	Contingency.Cause	RESULT	What is the result of _ the old man hugging Mr. Dursley around the middle and walked off.	Mr. Dursley stood rooted to the spot.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	What is the result of	Contingency.Cause	RESULT	What is the result of _ the old man hugged Mr. Dursley around the middle and walked off.	Mr. Dursley stood rooted to the spot.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	After what	Temporal.Asynchronous	PRECEDENCE	After what was Mr. Dursley stood rooted to the spot	And the old man hugged Mr. Dursley around the middle and walked off.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	What is the reason	Contingency.Cause	RESULT	What is the reason _ Mr. Dursley stood rooted to the spot	And the old man hugged Mr. Dursley around the middle and walked off.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	After what	Temporal.Asynchronous	PRECEDENCE	After what did Mr. Dursley stood rooted to the spot	And the old man hugged Mr. Dursley around the middle and walked off.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_10	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ the old man hugged Mr. Dursley around the middle and walked off.	Mr. Dursley stood rooted to the spot.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	After what	Temporal.Asynchronous	SUCCESSION	After what did Mr. Dursley stand rooted to the spot	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	What is the reason	Contingency.Cause	REASON	What is the reason _ Mr. Dursley stood rooted to the spot	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	What is the reason	Contingency.Cause	REASON	What is the reason _ Mr. Dursley stood rooted to the spot	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	What is the reason	Contingency.Cause	REASON	What is the reason _ Mr. Dursley stood rooted to the spot	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	What is the reason	Contingency.Cause	REASON	What is the reason _ Mr. Dursley stood rooted to the spot.	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	What is the reason	Contingency.Cause	REASON	What is the reason _ Mr. Dursley stood rooted to the spot.	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	After what	Temporal.Asynchronous	SUCCESSION	After what did Mr. Dursley stand rooted to the spot	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	What is the result of	Contingency.Cause	REASON	What is the result of _ He had been hugged by a complete stranger	Mr. Dursley stood rooted to the spot.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	What is the reason	Contingency.Cause	REASON	What is the reason _ Mr. Dursley stood rooted to the spot	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_11	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose did Mr. Dursley stand rooted to the spot.	He had been hugged by a complete stranger.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that he hurried to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	After what	Temporal.Asynchronous	SUCCESSION	After what did He set off for home	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did he hurry to his car and set off for home	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Hitchhikers_Guide_to_the_Galaxy_EN_batch_02_item_19	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ they completely failed to understand why Zaphod was doing it	He banked sharply, shooting a wild wall of water at the sun.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	Before what	Temporal.Asynchronous	SUCCESSION	Before what _ he pulled into the driveway of number four,	He hurried to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	What is the reason	Contingency.Cause	REASON	What is the reason _ he hurried to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination.	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did he hurry to his car and set off for home	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ He hurried to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did he hurry to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_12	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ He hurried to his car and set off for home, hoping he was imagining things, which he had never hoped before, because he didn't approve of imagination.	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that he saw the tabby cat he'd spotted that morning.	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ the tabby cat	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ the tabby cat he'd spotted that morning	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ the tabby cat he'd spotted that morning	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ the first thing he saw was the tabby cat he'd spotted that morning.	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what the fact that he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	While what	Temporal.Synchronous	Temporal.Synchronous	While what was it now sitting on his garden wall	As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning.	sent2
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ he pulled into the driveway of number four, the first thing he saw and it didn't improve his mood was the tabby cat he'd spotted that morning	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ As he pulled into the driveway of number four, the first thing he sawand it didn't improve his mood was the tabby cat he'd spotted that morning	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ the first thing he saw didn't improve his mood was the tabby cat he'd spotted that morning.	It was now sitting on his garden wall.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_14	What is the reason	Contingency.Cause	REASON	What is the reason _ that he was still determined not to mention anything to his wife	Mrs. Dursley had had a nice, normal day.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_14	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ his wife	Mrs. Dursley had had a nice, normal day.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_14	What is the reason	Contingency.Cause	REASON	What is the reason _ he was still determined not to mention anything to his wife	Mrs. Dursley had had a nice, normal day.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_14	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with the fact that He was determined not to mention anything to his wife	Mrs. Dursley had had a nice, normal day.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_14	What is the reason	Contingency.Cause	REASON	What is the reason _ He was still determined not to mention anything to his wife.	Mrs. Dursley had had a nice, normal day.	sent1
Harry_Potter_and_the_Philospher_Stone_EN_batch_02_item_14	What is the reason	Contingency.Cause	REASON	What is the reason _ he was still determined not to mention anything to his wife.	Mrs. Dursley had had a nice, normal day.	sent1
